a,b,m,n,injection_id,channel_mn,time,current,voltage,polarity
39,40,38,42,12,0,9.281,-63.495,-63.812,-1
39,40,38,42,12,0,9.286,-63.191,-63.438,-1
39,40,38,42,12,0,9.291,-62.989,-58.938,-1
39,40,38,42,12,0,9.296,-62.775,-61.750,-1
39,40,38,42,12,0,9.301,-62.561,-59.125,-1
39,40,38,42,12,0,9.306,-62.291,-61.562,-1
39,40,38,42,12,0,9.311,-62.123,-55.375,-1
39,40,38,42,12,0,9.316,-61.894,-57.062,-1
39,40,38,42,12,0,9.321,-61.672,-57.250,-1
39,40,38,42,12,0,9.326,-61.485,-62.312,-1
39,40,38,42,12,0,9.331,-61.320,-55.188,-1
39,40,38,42,12,0,9.336,-61.080,-62.125,-1
39,40,38,42,12,0,9.341,-60.915,-57.062,-1
39,40,38,42,12,0,9.346,-60.712,-64.188,-1
39,40,38,42,12,0,9.351,-60.487,-63.812,-1
39,40,38,42,12,0,9.356,-60.371,-54.625,-1
39,40,38,42,12,0,9.361,-60.199,-57.812,-1
39,40,38,42,12,0,9.366,-60.023,-59.312,-1
39,40,38,42,12,0,9.371,-59.854,-53.875,-1
39,40,38,42,12,0,9.376,-59.678,-55.188,-1
39,40,38,42,12,0,9.381,-59.483,-57.250,-1
39,40,38,42,12,0,9.386,-59.347,-52.000,-1
39,40,38,42,12,0,9.391,-59.209,-57.812,-1
39,40,38,42,12,0,9.396,-59.078,-55.000,-1
39,40,38,42,12,0,9.401,-58.894,-51.625,-1
39,40,38,42,12,0,9.406,-58.714,-58.000,-1
39,40,38,42,12,0,9.411,-58.624,-50.688,-1
39,40,38,42,12,0,9.416,-58.440,-57.062,-1
39,40,38,42,12,0,9.421,-58.365,-58.375,-1
39,40,38,42,12,0,9.426,-58.230,-47.875,-1
39,40,38,42,12,0,9.431,-58.106,-55.562,-1
39,40,38,42,12,0,9.436,-57.930,-55.750,-1
39,40,38,42,12,0,9.441,-57.825,-55.188,-1
39,40,38,42,12,0,9.446,-57.720,-53.688,-1
39,40,38,42,12,0,9.451,-57.559,-54.625,-1
39,40,38,42,12,0,9.456,-57.495,-56.312,-1
39,40,38,42,12,0,9.461,-57.367,-56.500,-1
39,40,38,42,12,0,9.466,-57.221,-52.375,-1
39,40,38,42,12,0,9.471,-57.131,-62.500,-1
39,40,38,42,12,0,9.476,-56.959,-57.812,-1
39,40,38,42,12,0,9.481,-56.869,-49.188,-1
39,40,38,42,12,0,9.486,-56.786,-53.875,-1
39,40,38,42,12,0,9.491,-56.696,-54.812,-1
39,40,38,42,12,0,9.496,-56.610,-50.688,-1
39,40,38,42,12,0,9.501,-56.445,-51.438,-1
39,40,38,42,12,0,9.506,-56.366,-53.125,-1
39,40,38,42,12,0,9.511,-56.288,-52.750,-1
39,40,38,42,12,0,9.516,-56.171,-55.000,-1
39,40,38,42,12,0,9.521,-56.078,-49.375,-1
39,40,38,42,12,0,9.526,-56.017,-54.625,-1
39,40,38,42,12,0,9.531,-55.894,-53.500,-1
39,40,38,42,12,0,9.536,-55.822,-52.188,-1
39,40,38,42,12,0,9.541,-55.729,-53.875,-1
39,40,38,42,12,0,9.546,-55.654,-54.062,-1
39,40,38,42,12,0,9.551,-55.519,-50.125,-1
39,40,38,42,12,0,9.556,-55.526,-48.250,-1
39,40,38,42,12,0,9.561,-55.391,-49.188,-1
39,40,38,42,12,0,9.566,-55.297,-49.562,-1
39,40,38,42,12,0,9.589,0.240,17.000,0
39,40,38,42,12,0,9.591,0.240,21.500,0
39,40,38,42,12,0,9.596,0.244,14.563,0
39,40,38,42,12,0,9.601,0.240,11.375,0
39,40,38,42,12,0,9.606,0.244,12.875,0
39,40,38,42,12,0,9.611,0.244,11.562,0
39,40,38,42,12,0,9.616,0.240,13.438,0
39,40,38,42,12,0,9.621,0.244,13.812,0
39,40,38,42,12,0,9.626,0.240,9.500,0
39,40,38,42,12,0,9.631,0.240,20.375,0
39,40,38,42,12,0,9.636,0.244,9.125,0
39,40,38,42,12,0,9.641,0.240,20.562,0
39,40,38,42,12,0,9.646,0.244,12.875,0
39,40,38,42,12,0,9.651,0.244,15.125,0
39,40,38,42,12,0,9.656,0.244,13.812,0
39,40,38,42,12,0,9.661,0.244,16.438,0
39,40,38,42,12,0,9.666,0.244,12.500,0
39,40,38,42,12,0,9.671,0.240,10.625,0
39,40,38,42,12,0,9.676,0.244,17.188,0
39,40,38,42,12,0,9.681,0.244,16.438,0
39,40,38,42,12,0,9.686,0.244,15.500,0
39,40,38,42,12,0,9.691,0.244,17.750,0
39,40,38,42,12,0,9.696,0.244,14.938,0
39,40,38,42,12,0,9.701,0.244,16.062,0
39,40,38,42,12,0,9.706,0.244,13.062,0
39,40,38,42,12,0,9.711,0.244,11.188,0
39,40,38,42,12,0,9.716,0.247,14.563,0
39,40,38,42,12,0,9.721,0.240,20.000,0
39,40,38,42,12,0,9.726,0.244,8.562,0
39,40,38,42,12,0,9.731,0.240,18.125,0
39,40,38,42,12,0,9.736,0.247,16.625,0
39,40,38,42,12,0,9.741,0.240,18.500,0
39,40,38,42,12,0,9.746,0.240,15.312,0
39,40,38,42,12,0,9.751,0.244,8.188,0
39,40,38,42,12,0,9.756,0.244,17.188,0
39,40,38,42,12,0,9.761,0.244,9.688,0
39,40,38,42,12,0,9.766,0.244,12.312,0
39,40,38,42,12,0,9.771,0.244,17.750,0
39,40,38,42,12,0,9.776,0.240,13.812,0
39,40,38,42,12,0,9.781,0.244,19.250,0
39,40,38,42,12,0,9.786,0.244,14.563,0
39,40,38,42,12,0,9.791,0.244,13.625,0
39,40,38,42,12,0,9.796,0.240,21.688,0
39,40,38,42,12,0,9.801,0.240,22.812,0
39,40,38,42,12,0,9.806,0.240,17.562,0
39,40,38,42,12,0,9.811,0.244,14.938,0
39,40,38,42,12,0,9.816,0.244,19.438,0
39,40,38,42,12,0,9.821,0.244,11.938,0
39,40,38,42,12,0,9.826,0.244,16.625,0
39,40,38,42,12,0,9.831,0.244,19.438,0
39,40,38,42,12,0,9.836,0.244,11.938,0
39,40,38,42,12,0,9.841,0.244,15.500,0
39,40,38,42,12,0,9.846,0.240,16.062,0
39,40,38,42,12,0,9.851,0.240,14.375,0
39,40,38,42,12,0,9.856,0.240,15.312,0
39,40,38,42,12,0,9.861,0.244,11.188,0
39,40,38,42,12,0,9.866,0.244,16.250,0
39,40,38,42,12,0,9.871,0.244,20.000,0
39,40,38,42,12,0,9.876,0.240,17.000,0
39,40,38,42,12,0,9.881,0.240,20.188,0
39,40,38,42,12,0,9.886,0.240,11.375,0
39,40,38,42,12,0,9.891,0.244,11.750,0
39,40,38,42,12,0,9.896,0.244,14.188,0
39,40,38,42,12,0,9.901,0.240,14.375,0
39,40,38,42,12,0,9.906,0.244,19.812,0
39,40,38,42,12,0,9.911,0.244,14.000,0
39,40,38,42,12,0,9.916,0.240,14.563,0
39,40,38,42,12,0,9.921,0.240,18.125,0
39,40,38,42,12,0,9.926,0.240,19.438,0
39,40,38,42,12,0,9.931,0.244,17.188,0
39,40,38,42,12,0,9.936,0.244,11.938,0
39,40,38,42,12,0,9.941,0.244,15.125,0
39,40,38,42,12,0,9.946,0.244,16.250,0
39,40,38,42,12,0,9.951,0.247,17.000,0
39,40,38,42,12,0,9.956,0.240,12.875,0
39,40,38,42,12,0,9.961,0.244,19.062,0
39,40,38,42,12,0,9.966,0.240,21.312,0
39,40,38,42,12,0,9.971,0.240,19.250,0
39,40,38,42,12,0,9.976,0.244,18.875,0
39,40,38,42,12,0,9.981,0.244,14.375,0
39,40,38,42,12,0,9.986,0.244,15.312,0
39,40,38,42,12,0,9.991,0.244,19.812,0
39,40,38,42,12,0,9.996,0.244,18.875,0
39,40,38,42,12,0,10.001,0.244,19.250,0
39,40,38,42,12,0,10.006,0.240,19.062,0
39,40,38,42,12,0,10.011,0.244,12.125,0
39,40,38,42,12,0,10.016,0.244,16.812,0
39,40,38,42,12,0,10.021,0.244,18.500,0
39,40,38,42,12,0,10.026,0.240,16.250,0
39,40,38,42,12,0,10.031,0.240,13.250,0
39,40,38,42,12,0,10.036,0.240,19.062,0
39,40,38,42,12,0,10.041,0.240,14.750,0
39,40,38,42,12,0,10.046,0.236,19.250,0
39,40,38,42,12,0,10.051,0.240,11.562,0
39,40,38,42,12,0,10.056,0.240,12.688,0
39,40,38,42,12,0,10.061,0.240,19.438,0
39,40,38,42,12,0,10.066,0.244,18.312,0
39,40,38,42,12,0,10.071,0.244,14.375,0
39,40,38,42,12,0,10.076,0.244,17.375,0
39,40,38,42,12,0,10.081,0.240,15.875,0
39,40,38,42,12,0,10.086,0.240,16.625,0
39,40,38,42,12,0,10.091,0.244,17.188,0
39,40,38,42,12,0,10.096,0.240,16.625,0
39,40,38,42,12,0,10.101,0.244,11.375,0
39,40,38,42,12,0,10.106,0.240,17.000,0
39,40,38,42,12,0,10.111,0.240,16.250,0
39,40,38,42,12,0,10.116,0.240,18.500,0
39,40,38,42,12,0,10.121,0.244,22.625,0
39,40,38,42,12,0,10.126,0.240,15.875,0
39,40,38,42,12,0,10.131,0.244,19.250,0
39,40,38,42,12,0,10.136,0.244,17.750,0
39,40,38,42,12,0,10.141,0.240,15.500,0
39,40,38,42,12,0,10.146,0.240,14.563,0
39,40,38,42,12,0,10.151,0.244,15.312,0
39,40,38,42,12,0,10.156,0.240,14.750,0
39,40,38,42,12,0,10.161,0.240,15.500,0
39,40,38,42,12,0,10.166,0.240,18.312,0
39,40,38,42,12,0,10.171,0.244,18.875,0
39,40,38,42,12,0,10.176,0.240,17.375,0
39,40,38,42,12,0,10.181,0.240,10.438,0
39,40,38,42,12,0,10.186,0.240,16.062,0
40,42,39,43,13,0,0.010,0.244,-82.188,0
40,42,39,43,13,0,0.019,0.240,-87.812,0
40,42,39,43,13,0,0.021,0.236,-87.062,0
40,42,39,43,13,0,0.026,0.247,-87.438,0
40,42,39,43,13,0,0.031,0.240,-81.438,0
40,42,39,43,13,0,0.036,0.247,-79.000,0
40,42,39,43,13,0,0.041,0.240,-81.812,0
40,42,39,43,13,0,0.046,0.240,-85.188,0
40,42,39,43,13,0,0.051,0.240,-79.562,0
40,42,39,43,13,0,0.056,0.240,-79.938,0
40,42,39,43,13,0,0.061,0.236,-79.375,0
40,42,39,43,13,0,0.066,0.244,-79.750,0
40,42,39,43,13,0,0.071,0.240,-85.000,0
40,42,39,43,13,0,0.076,0.240,-81.062,0
40,42,39,43,13,0,0.081,0.240,-84.250,0
40,42,39,43,13,0,0.086,0.240,-82.562,0
40,42,39,43,13,0,0.091,0.240,-80.500,0
40,42,39,43,13,0,0.096,0.240,-73.750,0
40,42,39,43,13,0,0.101,0.244,-81.062,0
40,42,39,43,13,0,0.106,0.240,-85.562,0
40,42,39,43,13,0,0.111,0.244,-83.688,0
40,42,39,43,13,0,0.116,0.240,-83.125,0
40,42,39,43,13,0,0.121,0.240,-83.125,0
40,42,39,43,13,0,0.126,0.240,-79.750,0
40,42,39,43,13,0,0.131,0.240,-79.562,0
40,42,39,43,13,0,0.136,0.244,-80.500,0
40,42,39,43,13,0,0.141,0.240,-79.375,0
40,42,39,43,13,0,0.146,0.244,-81.812,0
40,42,39,43,13,0,0.151,0.240,-80.312,0
40,42,39,43,13,0,0.156,0.240,-80.688,0
40,42,39,43,13,0,0.161,0.244,-84.812,0
40,42,39,43,13,0,0.166,0.244,-77.875,0
40,42,39,43,13,0,0.171,0.244,-79.187,0
40,42,39,43,13,0,0.176,0.240,-82.938,0
40,42,39,43,13,0,0.181,0.240,-81.062,0
40,42,39,43,13,0,0.186,0.244,-86.312,0
40,42,39,43,13,0,0.191,0.240,-77.688,0
40,42,39,43,13,0,0.196,0.244,-87.250,0
40,42,39,43,13,0,0.221,72.094,36.875,1
40,42,39,43,13,0,0.226,69.758,29.750,1
40,42,39,43,13,0,0.231,68.584,26.188,1
40,42,39,43,13,0,0.236,67.631,22.250,1
40,42,39,43,13,0,0.241,66.683,18.688,1
40,42,39,43,13,0,0.246,66.064,26.750,1
40,42,39,43,13,0,0.251,65.498,23.000,1
40,42,39,43,13,0,0.256,65.002,21.688,1
40,42,39,43,13,0,0.261,64.410,24.500,1
40,42,39,43,13,0,0.266,64.001,19.250,1
40,42,39,43,13,0,0.271,63.578,23.750,1
40,42,39,43,13,0,0.276,63.120,14.750,1
40,42,39,43,13,0,0.281,62.734,17.938,1
40,42,39,43,13,0,0.286,62.407,18.500,1
40,42,39,43,13,0,0.291,62.040,16.438,1
40,42,39,43,13,0,0.296,61.714,20.000,1
40,42,39,43,13,0,0.301,61.403,13.812,1
40,42,39,43,13,0,0.306,61.133,17.188,1
40,42,39,43,13,0,0.311,60.784,17.750,1
40,42,39,43,13,0,0.316,60.551,20.750,1
40,42,39,43,13,0,0.321,60.274,18.688,1
40,42,39,43,13,0,0.326,59.947,10.438,1
40,42,39,43,13,0,0.331,59.726,16.062,1
40,42,39,43,13,0,0.336,59.483,17.562,1
40,42,39,43,13,0,0.341,59.224,17.938,1
40,42,39,43,13,0,0.346,58.984,15.312,1
40,42,39,43,13,0,0.351,58.796,16.625,1
40,42,39,43,13,0,0.356,58.534,17.750,1
40,42,39,43,13,0,0.361,58.354,12.688,1
40,42,39,43,13,0,0.366,58.163,14.188,1
40,42,39,43,13,0,0.371,57.971,16.625,1
40,42,39,43,13,0,0.376,57.720,11.188,1
40,42,39,43,13,0,0.381,57.566,11.375,1
40,42,39,43,13,0,0.386,57.379,14.188,1
40,42,39,43,13,0,0.391,57.142,11.938,1
40,42,39,43,13,0,0.396,56.974,12.500,1
40,42,39,43,13,0,0.401,56.835,13.625,1
40,42,39,43,13,0,0.406,56.633,14.000,1
40,42,39,43,13,0,0.411,56.475,11.750,1
40,42,39,43,13,0,0.416,56.329,14.375,1
40,42,39,43,13,0,0.421,56.167,13.062,1
40,42,39,43,13,0,0.426,55.976,19.250,1
40,42,39,43,13,0,0.431,55.841,12.125,1
40,42,39,43,13,0,0.436,55.703,14.750,1
40,42,39,43,13,0,0.441,55.553,12.688,1
40,42,39,43,13,0,0.446,55.399,7.812,1
40,42,39,43,13,0,0.451,55.286,12.688,1
40,42,39,43,13,0,0.456,55.136,9.500,1
40,42,39,43,13,0,0.461,55.013,8.375,1
40,42,39,43,13,0,0.466,54.885,8.000,1
40,42,39,43,13,0,0.471,54.803,10.812,1
40,42,39,43,13,0,0.476,54.660,12.875,1
40,42,39,43,13,0,0.481,54.540,4.062,1
40,42,39,43,13,0,0.486,54.405,13.062,1
40,42,39,43,13,0,0.491,54.289,11.562,1
40,42,39,43,13,0,0.496,54.188,6.125,1
40,42,39,43,13,0,0.501,54.105,14.375,1
40,42,39,43,13,0,0.506,53.981,7.812,1
40,42,39,43,13,0,0.511,53.888,9.875,1
40,42,39,43,13,0,0.516,53.801,11.750,1
40,42,39,43,13,0,0.521,53.674,16.438,1
40,42,39,43,13,0,0.526,53.569,10.438,1
40,42,39,43,13,0,0.531,53.524,10.625,1
40,42,39,43,13,0,0.536,53.430,7.062,1
40,42,39,43,13,0,0.541,53.306,11.750,1
40,42,39,43,13,0,0.546,53.250,6.875,1
40,42,39,43,13,0,0.551,53.186,7.625,1
40,42,39,43,13,0,0.556,53.089,9.125,1
40,42,39,43,13,0,0.561,52.961,9.500,1
40,42,39,43,13,0,0.566,52.931,7.250,1
40,42,39,43,13,0,0.571,52.852,12.688,1
40,42,39,43,13,0,0.576,52.781,12.500,1
40,42,39,43,13,0,0.581,52.729,12.688,1
40,42,39,43,13,0,0.586,52.657,7.812,1
40,42,39,43,13,0,0.591,52.571,6.500,1
40,42,39,43,13,0,0.596,52.489,13.812,1
40,42,39,43,13,0,0.601,52.440,3.688,1
40,42,39,43,13,0,0.606,52.354,7.812,1
40,42,39,43,13,0,0.611,52.305,11.000,1
40,42,39,43,13,0,0.616,52.222,9.125,1
40,42,39,43,13,0,0.621,52.208,14.750,1
40,42,39,43,13,0,0.626,52.140,7.625,1
40,42,39,43,13,0,0.631,52.076,8.000,1
40,42,39,43,13,0,0.636,51.986,10.062,1
40,42,39,43,13,0,0.641,51.941,9.688,1
40,42,39,43,13,0,0.646,51.896,7.438,1
40,42,39,43,13,0,0.651,51.833,8.938,1
40,42,39,43,13,0,0.656,51.776,9.312,1
40,42,39,43,13,0,0.661,51.727,8.938,1
40,42,39,43,13,0,0.666,51.690,9.688,1
40,42,39,43,13,0,0.671,51.589,7.812,1
40,42,39,43,13,0,0.676,51.566,9.875,1
40,42,39,43,13,0,0.681,51.506,12.500,1
40,42,39,43,13,0,0.686,51.461,9.125,1
40,42,39,43,13,0,0.691,51.424,11.188,1
40,42,39,43,13,0,0.696,51.375,10.625,1
40,42,39,43,13,0,0.701,51.285,7.625,1
40,42,39,43,13,0,0.706,51.259,8.938,1
40,42,39,43,13,0,0.711,51.218,7.625,1
40,42,39,43,13,0,0.716,51.184,7.812,1
40,42,39,43,13,0,0.721,51.139,4.062,1
40,42,39,43,13,0,0.726,51.124,12.500,1
40,42,39,43,13,0,0.731,51.045,11.562,1
40,42,39,43,13,0,0.736,50.981,11.750,1
40,42,39,43,13,0,0.741,50.970,10.250,1
40,42,39,43,13,0,0.746,50.910,9.688,1
40,42,39,43,13,0,0.751,50.846,5.938,1
40,42,39,43,13,0,0.756,50.820,10.812,1
40,42,39,43,13,0,0.761,50.775,5.750,1
40,42,39,43,13,0,0.766,50.753,9.500,1
40,42,39,43,13,0,0.771,50.693,9.875,1
40,42,39,43,13,0,0.776,50.651,5.750,1
40,42,39,43,13,0,0.781,50.633,6.500,1
40,42,39,43,13,0,0.786,50.587,10.438,1
40,42,39,43,13,0,0.791,50.535,10.625,1
40,42,39,43,13,0,0.796,50.486,9.312,1
40,42,39,43,13,0,0.801,50.460,7.625,1
40,42,39,43,13,0,0.806,50.400,8.000,1
40,42,39,43,13,0,0.811,50.374,9.875,1
40,42,39,43,13,0,0.816,50.329,8.938,1
40,42,39,43,13,0,0.838,0.244,-66.062,0
40,42,39,43,13,0,0.841,0.244,-70.938,0
40,42,39,43,13,0,0.846,0.240,-71.312,0
40,42,39,43,13,0,0.851,0.240,-72.812,0
40,42,39,43,13,0,0.856,0.244,-67.937,0
40,42,39,43,13,0,0.861,0.240,-70.938,0
40,42,39,43,13,0,0.866,0.240,-74.125,0
40,42,39,43,13,0,0.871,0.244,-72.438,0
40,42,39,43,13,0,0.876,0.240,-71.125,0
40,42,39,43,13,0,0.881,0.240,-65.688,0
40,42,39,43,13,0,0.886,0.244,-71.875,0
40,42,39,43,13,0,0.891,0.240,-72.062,0
40,42,39,43,13,0,0.896,0.240,-70.000,0
40,42,39,43,13,0,0.901,0.240,-66.625,0
40,42,39,43,13,0,0.906,0.240,-67.375,0
40,42,39,43,13,0,0.911,0.244,-68.875,0
40,42,39,43,13,0,0.916,0.244,-72.250,0
40,42,39,43,13,0,0.921,0.244,-71.312,0
40,42,39,43,13,0,0.926,0.240,-74.875,0
40,42,39,43,13,0,0.931,0.247,-71.875,0
40,42,39,43,13,0,0.936,0.244,-67.750,0
40,42,39,43,13,0,0.941,0.244,-67.750,0
40,42,39,43,13,0,0.946,0.244,-69.250,0
40,42,39,43,13,0,0.951,0.244,-70.188,0
40,42,39,43,13,0,0.956,0.244,-64.750,0
40,42,39,43,13,0,0.961,0.244,-66.250,0
40,42,39,43,13,0,0.966,0.240,-74.500,0
40,42,39,43,13,0,0.971,0.247,-68.688,0
40,42,39,43,13,0,0.976,0.240,-72.812,0
40,42,39,43,13,0,0.981,0.244,-72.438,0
40,42,39,43,13,0,0.986,0.240,-69.062,0
40,42,39,43,13,0,0.991,0.240,-71.125,0
40,42,39,43,13,0,0.996,0.244,-71.688,0
40,42,39,43,13,0,1.001,0.244,-71.312,0
40,42,39,43,13,0,1.006,0.244,-71.500,0
40,42,39,43,13,0,1.011,0.244,-67.375,0
40,42,39,43,13,0,1.016,0.244,-66.250,0
40,42,39,43,13,0,1.021,0.240,-72.625,0
40,42,39,43,13,0,1.026,0.240,-68.875,0
40,42,39,43,13,0,1.031,0.244,-70.562,0
40,42,39,43,13,0,1.036,0.240,-71.125,0
40,42,39,43,13,0,1.041,0.236,-70.188,0
40,42,39,43,13,0,1.046,0.244,-68.875,0
40,42,39,43,13,0,1.051,0.247,-70.562,0
40,42,39,43,13,0,1.056,0.240,-69.062,0
40,42,39,43,13,0,1.061,0.240,-70.375,0
40,42,39,43,13,0,1.066,0.244,-71.688,0
40,42,39,43,13,0,1.071,0.240,-65.688,0
40,42,39,43,13,0,1.076,0.240,-67.562,0
40,42,39,43,13,0,1.081,0.244,-65.688,0
40,42,39,43,13,0,1.086,0.244,-72.062,0
40,42,39,43,13,0,1.091,0.244,-66.438,0
40,42,39,43,13,0,1.096,0.244,-70.938,0
40,42,39,43,13,0,1.101,0.244,-67.000,0
40,42,39,43,13,0,1.106,0.240,-72.250,0
40,42,39,43,13,0,1.111,0.244,-66.250,0
40,42,39,43,13,0,1.116,0.244,-65.688,0
40,42,39,43,13,0,1.121,0.244,-67.000,0
40,42,39,43,13,0,1.126,0.244,-65.688,0
40,42,39,43,13,0,1.131,0.244,-67.187,0
40,42,39,43,13,0,1.136,0.240,-72.812,0
40,42,39,43,13,0,1.141,0.240,-68.500,0
40,42,39,43,13,0,1.146,0.244,-65.500,0
40,42,39,43,13,0,1.151,0.236,-68.312,0
40,42,39,43,13,0,1.156,0.240,-69.250,0
40,42,39,43,13,0,1.161,0.240,-64.938,0
40,42,39,43,13,0,1.166,0.240,-71.125,0
40,42,39,43,13,0,1.171,0.240,-72.625,0
40,42,39,43,13,0,1.176,0.240,-64.938,0
40,42,39,43,13,0,1.181,0.247,-69.250,0
40,42,39,43,13,0,1.186,0.236,-70.375,0
40,42,39,43,13,0,1.191,0.240,-70.188,0
40,42,39,43,13,0,1.196,0.244,-66.250,0
40,42,39,43,13,0,1.201,0.244,-62.500,0
40,42,39,43,13,0,1.206,0.240,-67.000,0
40,42,39,43,13,0,1.211,0.240,-65.312,0
40,42,39,43,13,0,1.216,0.240,-63.438,0
40,42,39,43,13,0,1.221,0.244,-69.438,0
40,42,39,43,13,0,1.226,0.244,-69.812,0
40,42,39,43,13,0,1.231,0.244,-66.250,0
40,42,39,43,13,0,1.236,0.244,-68.312,0
40,42,39,43,13,0,1.241,0.244,-68.312,0
40,42,39,43,13,0,1.246,0.244,-63.625,0
40,42,39,43,13,0,1.251,0.240,-70.000,0
40,42,39,43,13,0,1.256,0.244,-73.000,0
40,42,39,43,13,0,1.261,0.240,-65.500,0
40,42,39,43,13,0,1.266,0.244,-68.688,0
40,42,39,43,13,0,1.271,0.240,-65.500,0
40,42,39,43,13,0,1.276,0.244,-60.250,0
40,42,39,43,13,0,1.281,0.247,-68.500,0
40,42,39,43,13,0,1.286,0.240,-66.812,0
40,42,39,43,13,0,1.291,0.244,-66.625,0
40,42,39,43,13,0,1.296,0.244,-65.312,0
40,42,39,43,13,0,1.301,0.244,-68.688,0
40,42,39,43,13,0,1.306,0.244,-66.812,0
40,42,39,43,13,0,1.311,0.236,-65.312,0
40,42,39,43,13,0,1.316,0.244,-67.562,0
40,42,39,43,13,0,1.321,0.244,-66.625,0
40,42,39,43,13,0,1.326,0.240,-59.688,0
40,42,39,43,13,0,1.331,0.247,-66.812,0
40,42,39,43,13,0,1.336,0.244,-65.312,0
40,42,39,43,13,0,1.341,0.244,-66.062,0
40,42,39,43,13,0,1.346,0.244,-67.750,0
40,42,39,43,13,0,1.351,0.244,-67.562,0
40,42,39,43,13,0,1.356,0.244,-67.187,0
40,42,39,43,13,0,1.361,0.244,-66.062,0
40,42,39,43,13,0,1.366,0.244,-65.312,0
40,42,39,43,13,0,1.371,0.244,-69.062,0
40,42,39,43,13,0,1.376,0.240,-64.000,0
40,42,39,43,13,0,1.381,0.244,-69.250,0
40,42,39,43,13,0,1.386,0.247,-66.812,0
40,42,39,43,13,0,1.391,0.244,-61.938,0
40,42,39,43,13,0,1.396,0.240,-64.188,0
40,42,39,43,13,0,1.401,0.240,-62.500,0
40,42,39,43,13,0,1.406,0.244,-57.812,0
40,42,39,43,13,0,1.411,0.244,-57.812,0
40,42,39,43,13,0,1.416,0.244,-57.062,0
40,42,39,43,13,0,1.421,0.247,-57.250,0
40,42,39,43,13,0,1.426,0.240,-58.375,0
40,42,39,43,13,0,1.431,0.244,-61.562,0
40,42,39,43,13,0,1.436,0.247,-61.000,0
40,42,39,43,13,0,1.461,-92.828,-189.438,-1
40,42,39,43,13,0,1.466,-91.635,-184.750,-1
40,42,39,43,13,0,1.471,-91.549,-182.312,-1
40,42,39,43,13,0,1.476,-90.439,-180.812,-1
40,42,39,43,13,0,1.481,-89.767,-184.750,-1
40,42,39,43,13,0,1.486,-89.156,-184.375,-1
40,42,39,43,13,0,1.491,-88.466,-180.438,-1
40,42,39,43,13,0,1.496,-87.930,-180.062,-1
40,42,39,43,13,0,1.501,-87.525,-180.812,-1
40,42,39,43,13,0,1.506,-86.944,-177.250,-1
40,42,39,43,13,0,1.511,-86.516,-181.375,-1
40,42,39,43,13,0,1.516,-86.108,-178.562,-1
40,42,39,43,13,0,1.521,-85.785,-172.937,-1
40,42,39,43,13,0,1.526,-85.305,-178.000,-1
40,42,39,43,13,0,1.531,-84.986,-177.062,-1
40,42,39,43,13,0,1.536,-84.623,-172.562,-1
40,42,39,43,13,0,1.541,-84.229,-169.000,-1
40,42,39,43,13,0,1.546,-83.891,-172.750,-1
40,42,39,43,13,0,1.551,-83.558,-173.688,-1
40,42,39,43,13,0,1.556,-83.231,-174.062,-1
40,42,39,43,13,0,1.561,-82.927,-176.500,-1
40,42,39,43,13,0,1.566,-82.624,-176.500,-1
40,42,39,43,13,0,1.571,-82.298,-170.125,-1
40,42,39,43,13,0,1.576,-82.009,-166.562,-1
40,42,39,43,13,0,1.581,-81.720,-174.625,-1
40,42,39,43,13,0,1.586,-81.424,-167.875,-1
40,42,39,43,13,0,1.591,-81.097,-169.562,-1
40,42,39,43,13,0,1.596,-80.891,-171.062,-1
40,42,39,43,13,0,1.601,-80.614,-168.250,-1
40,42,39,43,13,0,1.606,-80.261,-167.875,-1
40,42,39,43,13,0,1.611,-80.044,-169.938,-1
40,42,39,43,13,0,1.616,-79.778,-169.938,-1
40,42,39,43,13,0,1.621,-79.448,-165.250,-1
40,42,39,43,13,0,1.626,-79.207,-163.188,-1
40,42,39,43,13,0,1.631,-78.960,-160.188,-1
40,42,39,43,13,0,1.636,-78.728,-164.688,-1
40,42,39,43,13,0,1.641,-78.454,-162.250,-1
40,42,39,43,13,0,1.646,-78.206,-161.500,-1
40,42,39,43,13,0,1.651,-77.989,-163.562,-1
40,42,39,43,13,0,1.656,-77.700,-163.938,-1
40,42,39,43,13,0,1.661,-77.430,-165.438,-1
40,42,39,43,13,0,1.666,-77.190,-162.625,-1
40,42,39,43,13,0,1.671,-76.957,-161.125,-1
40,42,39,43,13,0,1.676,-76.672,-161.500,-1
40,42,39,43,13,0,1.681,-76.410,-161.875,-1
40,42,39,43,13,0,1.686,-76.159,-164.125,-1
40,42,39,43,13,0,1.691,-75.938,-164.500,-1
40,42,39,43,13,0,1.696,-75.701,-161.312,-1
40,42,39,43,13,0,1.701,-75.450,-158.125,-1
40,42,39,43,13,0,1.706,-75.165,-160.188,-1
40,42,39,43,13,0,1.711,-74.940,-159.250,-1
40,42,39,43,13,0,1.716,-74.704,-156.625,-1
40,42,39,43,13,0,1.721,-74.438,-157.375,-1
40,42,39,43,13,0,1.726,-74.220,-156.812,-1
40,42,39,43,13,0,1.731,-73.961,-157.000,-1
40,42,39,43,13,0,1.736,-73.672,-156.062,-1
40,42,39,43,13,0,1.741,-73.429,-163.750,-1
40,42,39,43,13,0,1.746,-73.222,-158.312,-1
40,42,39,43,13,0,1.751,-72.968,-158.500,-1
